"Order#","Date","Subject(s)","Color","Negatives","Prints","Slides","Department","Remarks"
"39511","26009","Expanded Nutrition Education Program (ENEP) employees, staff, clerical","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"39586","26016","Dump on Sylvandale Avenue, San Jose","B&W","17 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39593","26017","25 girls in charm course & Schools","B&W","35 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Juvenile Court","None"
"39598","26017","Planting of shrubs along Lawrence Expressway & Roads","B&W","17 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39616","26018","Students and teacher at career center & Schools - Vocational guidance","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Vocational and Guidance","None"
"39651","26023","Gravel on airplanes and runway & Reid-Hillview Airport","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"39668","26024","Gravel pit in Saratoga","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","Copies of photographs"
"39674","26025","\""College Springs Station\"" model","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39675","26025","Terminal building & Reid-Hillview Airport","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"39690","26028","Group of counselors & Schools - Vocational guidance","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"39805","26035","Completed court rooms on fourth floor of Municipal Court building","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39833","26037","Juvenile Probation - William F. James / Harold Holden Boys Ranch","B&W","115 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"39834","26037","Juvenile Probation - Muriel Wright Residential Center Girls Ranch","B&W","83 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"39838","26037","Students playing guitar and piano & Schools","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","Copies of slides"
"39886","26042","Three speakers at Hyatt House & Schools","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Vocational and Guidance","None"
"39889","26042","Speakers at Palo Alto High School & High schools","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"39890","26042","Several students doing projects & High schools","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"39891","26042","Students at Gunn High School & High schools","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"39947","26044","Damage to plastered wall in new rehabilitation section","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39954","26044","Speakers at Prospect High School & High schools","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"39963","26045","Aerial photographs of Reid-Hillview Airport and   Faber property, Palo Alto","B&W","14 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39967","26046","Low tide at Faber property, Palo Alto","B&W","20 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39969","26046","High tide at Faber property, Palo Alto","B&W","20 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"39972","26046","E.M.R. girls taking charm course & Schools - Special education","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40047","26052","Two speakers at Campbell High School & High schools","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Vocational and Guidance","None"
"40056","26052","Students receiving scholarship awards","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40092","26056","Three Flood Control employees at desks","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","None"
"40109","26056","Luncheon at Lou's Village","B&W","99 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"40157","26059","Houses in San Jose","B&W","6 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"40175","26059","Swearing in three Board of Education members & Schools - Administration","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40249","26064","People at a workshop at Santa Clara High & High schools","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40371","26071","Portrait of Chester Howe, Agricultural Commissioner","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"40390","26072","Presentation of Federal Highway Administration Award to Santa Clara County for outstanding highway settings & Roads","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40412","26073","Soil and grape roots & Agriculture","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"40427","26074","Installation ceremony & Schools - Administration","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Vocational and Guidance","None"
"40429","26074","Photograph of man (for press release) & Schools","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40479","26078","Employees working in room #102 at 20 W. Hedding Street, San Jose & County Government Center","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40480","26078","Teachers ordering films & Schools","B&W","10 (Size: 120)","9 (Size: 3.5x3.5)","0 (Size: N/A)","School Department","None"
"40498","26079","Reid-Hillview Airport (for annual report)","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40506","26085","Portrait of Harold Rosen, Personnel Director","B&W","6 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Personnel Department","None"
"40533","26085","Construction progress of County Service Center on Schallenberger Road, San Jose - pouring concrete","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40536","26085","Portrait of Bruce Curtis","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency","None"
"40587","26087","Activities at East Yard","B&W","18 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40590","26087","Portrait of Nick Cianciarulo, Chief Operations Manager","B&W","8 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"40618","26091","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","7 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"40619","26091","Road maintenance work crews","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40664","26092","E.M.R. girls completed charm course & Schools - Special education","B&W","18 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40715","26095","John Power Charm School; E.M.R. girls completed charm course & Schools - Special education","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40716","26095","Awards presented to students for Body Shop projects & Schools","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40723","26095","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","16 (Size: 4x5)","16 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"40757","26099","Boats on mud flats at Palo Alto Yacht Harbor","B&W","44 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40770","26100","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","10 (Size: 120)","10 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"40806","26102","Road maintenance (for annual report)","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40810A","26105","Portraits of Beverly Isenberg and Barbara Wheatland & Schools - Administration","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40810B","26105","Portrait Dr. Glenn W. Hoffmann, Superintendent of Schools & Schools - Administration","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","School Department","None"
"40849","26106","Night scenes of road markers","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40861","26106","Board of Education meeting & Schools - Administration","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"40863","26107","Palo Alto Yacht Harbor, airport, and highway","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40869","26107","Portrait of Douglas Parker, Assistant Assessor","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"40870","26107","Student working in store & Schools - Vocational guidance","B&W","18 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","School Department","Copies of slides"
"40871","26107","North County and Capitol Expressway on Eastside bridge & Roads","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40876","26108","Four foot square model of Valley Medical Center & Hospitals","B&W","10 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"40882","26108","Portrait of Douglas Parker, Assistant Assessor","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"40884","26109","Boy up for adoption","B&W","17 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"40892","26109","Front-end of a county pick-up truck","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","County Garage","None"
"40917","26112","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","11 (Size: 4x5)","11 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"40934","26113","Palo Alto Airport","B&W","19 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"40942","26114","[Portrait of bald man with glasses]","B&W","1 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"40943","26114","Various county signs","B&W","32 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"40945","26114","Various photographs of airport & Reid-Hillview Airport","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","Copies of photographs"
"40960","26115","Airport and terminal building (for annual report) & Reid-Hillview Airport","B&W","28 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"41016","26120","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","20 (Size: 120)","20 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41050","26122","Switchboard operators, phone directory","B&W","36 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"41069","26123","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","8 (Size: 120)","8 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41214","26134","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","8 (Size: 120)","8 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41270","26141","Tour of airport by children and adults & Reid-Hillview Airport","B&W","18 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"41284","26143","Students at G.E. & Schools","B&W","20 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"41303","26144","Interior of restaurant at airport & Reid-Hillview Airport","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Reid-Hillview Airport","None"
"41305","26144","Boys from William F. James / Harold Holden Boys Ranch and teachers at 45 Santa Teresa Boulevard","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"41310","26147","Small group of students from Silver Creek High School at an airport & High schools","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department - Vocational and Guidance","None"
"41342","26148","Construction progress of County Service Center on Schallenberger Road, San Jose (taken from crane)","B&W","10 (Size: 120)","10 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41343","26148","Board of Education meeting & Schools - Administration","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"41401","26154","Construction progress of County Service Center on Schallenberger Road, San Jose (taken from crane)","B&W","9 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"41414","26155","Administration Building, and meeting on sixth floor with models of buildings","B&W","85 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"41417","26155","Construction progress of County Service Center on Schallenberger Road, San Jose - combination of photographs","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"41458","26157","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","6 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
"41469","26158","Portrait of Peter Lert, Agricultural Cooperative Extension","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"41474","26161","Swearing in of Judge James B. O'Grady & Palo Alto Municipal Court","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"41475","26161","Portrait of Dwight L. Mathiesen, Assessor","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"41500","26161","IBM office products and students working & Schools - Vocational guidance","B&W","22 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","School Department","None"
"41501","26162","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","4 (Size: 120)","4 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41502","26162","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","20 (Size: 120)","20 (Size: 3.5x5)","0 (Size: N/A)","Department of Public Works","None"
"41567","26168","Construction progress of County Service Center on Schallenberger Road, San Jose","B&W","8 (Size: 4x5)","8 (Size: 4x5)","0 (Size: N/A)","Department of Public Works","None"
