"Gender","Ethnicity","EEO4 Description","EEOP Job Group Description","Department  ","EEO Function","Age","Employment Status"
"Male","Not Specified","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","70 or older","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Two or More Races","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU CONTRACT","Corrections","30-39","Classified Probationary"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHO - CUSTODY BUREAU","Corrections","60-69","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","60-69","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Benefits"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Benefits"
"Female","Asian","Professionals","Professionals","COUNTY COUNSEL","Financial Administration","30-39","Classified Probationary"
"Male","Hispanic/Latino","Professionals","Protective Services - Sworn","SHO - CUSTODY BUREAU","Corrections","50-59","Unclassified Extra Help"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Exempt"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","REGISTRAR OF VOTERS","Other","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Benefits"
"Female","Not Specified","Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES","Health","20-29","Unclassified Extra Help"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Male","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Not Specified","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","20-29","Unclassified Extra Help"
"Female","Not Specified","Professionals","Professionals","SOCIAL SERVICES AGENCY","Public Welfare","30-39","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Not Specified","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","20-29","Unclassified Extra Help"
"Female","American Indian/Alaska Native","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Permanent"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Permanent"
"Male","Not Specified","Service Maintenance","Skilled Craft","ROADS DEPARTMENT","Streets and Highways","20-29","Classified Permanent"
"Male","Not Specified","Service Maintenance","Skilled Craft","ROADS DEPARTMENT","Streets and Highways","20-29","Classified Permanent"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Benefits"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Health","40-49","Classified Permanent"
"Female","White","Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT","Natural Resources","30-39","Classified Permanent"
"Male","Two or More Races","Administrative Support","Administrative Support","COUNTY EXECUTIVE","Financial Administration","40-49","Classified Permanent"
"Female","Not Specified","Professionals","Officials and Adminstrators","VALLEY HEALTH PLAN","Health","30-39","Unclassified Extra Help"
"Male","Asian","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Not Specified","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","OFFICE OF THE MEDICAL EXAMINER","Police Protection","20-29","Classified Permanent"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Permanent"
"Female","Asian","Professionals","Professionals","SHERIFF'S OFFICE","Police Protection","40-49","Classified Permanent"
"Female","Not Specified","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Two or More Races","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","White","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Permanent"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SHERIFF'S OFFICE","Police Protection","30-39","Classified Probationary"
"Female","Not Specified","Administrative Support","Administrative Support","TECHNOLOGY SVCS & SOLUTIONS","Financial Administration","20-29","Classified Permanent"
"Female","Not Specified","Professionals","Officials and Adminstrators","PROBATION DEPARTMENT","Corrections","20-29","Classified Permanent"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Permanent"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHERIFF'S OFFICE","Police Protection","20-29","Classified Probationary"
"Female","Black/African American","Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Asian","No EEO-4 Reporting","Professionals","SUPERVISORIAL DISTRICT 5","Financial Administration","20-29","Unclassified Extra Help"
"Male","Asian","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","30-39","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Not Specified","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Male","Not Specified","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","20-29","Classified Provisional"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Male","White","Paraprofessionals","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20-29","Unclassified Extra Help"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","White","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Asian","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Hispanic/Latino","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","No EEO-4 Reporting","Professionals","SUPERVISORIAL DISTRICT 5","Financial Administration","60-69","Unclassified Benefits"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Temp Provisional"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Asian","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","Asian","Skilled Craft Workers","Skilled Craft","FLEET SERVICES","Financial Administration","50-59","Classified Temp Provisional"
"Male","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","COUNTY EXECUTIVE","Financial Administration","20-29","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","White","Officials and Administrators","Officials and Adminstrators","PROCUREMENT DEPARTMENT","Financial Administration","50-59","Executive Management"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Male","Asian","Protective Service Workers","Protective Services-Non Sworn","SHERIFF'S OFFICE","Police Protection","20-29","Unclassified Exempt"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Not Specified","Technicians","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Black/African American","Administrative Support","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Extra Help"
"Female","White","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","40-49","Classified Temp Provisional"
"Female","Not Specified","Administrative Support","Administrative Support","PARKS & RECREATION","Natural Resources","Less than 20","Unclassified Extra Help"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Not Specified","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Male","Asian","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","Two or More Races","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Male","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Classified Probationary"
"Female","Not Specified","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","70 or older","Unclassified Extra Help"
"Female","Asian","Technicians","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","50-59","Unclassified Extra Help"
"Male","Two or More Races","Professionals","Professionals","EMPLOYEE SERVICES AGENCY","Financial Administration","40-49","Classified Probationary"
"Male","Not Specified","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","30-39","Unclassified Extra Help"
"Male","Not Specified","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Male","Asian","Paraprofessionals","Administrative Support","COUNTY EXECUTIVE","Financial Administration","40-49","Unclassified Benefits"
"Female","Asian","Technicians","Skilled Craft","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Not Specified","Paraprofessionals","Administrative Support","DEPT OF ENVIRONMENTAL HEALTH","Natural Resources","20-29","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","30-39","Unclassified Extra Help"
"Male","Asian","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","30-39","Unclassified Extra Help"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SOCIAL SERVICES AGENCY","Public Welfare","40-49","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY","Public Welfare","20-29","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","SOCIAL SERVICES AGENCY","Public Welfare","50-59","Classified Probationary"
"Male","Asian","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","50-59","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Classified Probationary"
"Female","Asian","Paraprofessionals","Technicians","CUSTODY HEALTH SERVICES","Health","60-69","Unclassified Extra Help"
"Female","Not Specified","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Protective Service Workers","Protective Services - Sworn","PROBATION DEPARTMENT","Corrections","30-39","Unclassified Extra Help"
"Female","Not Specified","Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES","Health","20-29","Unclassified Extra Help"
"Female","White","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Benefits"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Classified Probationary"
"Female","Hispanic/Latino","Professionals","Professionals","PRETRIAL SERVICES","Corrections","30-39","Classified Probationary"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
"Male","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Hispanic/Latino","Technicians","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","BEHAVIORAL HEALTH SERVICES","Health","40-49","Unclassified Extra Help"
"Female","Hispanic/Latino","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Classified Probationary"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Not Specified","Administrative Support","Administrative Support","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Male","Hispanic/Latino","Protective Service Workers","Protective Services-Non Sworn","SHO - CUSTODY BUREAU","Corrections","20-29","Unclassified Exempt"
"Female","Hispanic/Latino","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Exempt"
"Male","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","Black/African American","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","60-69","Unclassified Extra Help"
"Female","Asian","Paraprofessionals","Technicians","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","Asian","Administrative Support","Administrative Support","ASSESSOR","Financial Administration","50-59","Classified Probationary"
"Male","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Hispanic/Latino","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Unclassified Extra Help"
"Female","Asian","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","50-59","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","30-39","Unclassified Extra Help"
"Female","Not Specified","Professionals","Professionals","CUSTODY HEALTH SERVICES","Health","30-39","Classified Temp Provisional"
"Female","White","Administrative Support","Administrative Support","REGISTRAR OF VOTERS","Other","60-69","Unclassified Extra Help"
"Male","Asian","Service Maintenance","Service Maintenance","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","20-29","Unclassified Extra Help"
"Female","White","Professionals","Professionals","DISTRICT ATTORNEY","Financial Administration","50-59","Unclassified Extra Help"
"Female","White","Professionals","Professionals","SANTA CLARA VALLEY HEALTHCARE","Hospitals & Sanatoriums","40-49","Classified Probationary"
