"business_id","name","address","CITY","STATE","postal_code","latitude","longitude","phone_number","Geo_Address"
"PR0383005","SHABU TIME","171 JACKSON ST","SAN JOSE","CA","95112","37.3488020000","-121.8950690000","+14083558512","POINT (-121.895069 37.348802)"
"PR0383006","FROZO'S","1000 LAFAYETTE ST D","SANTA CLARA","CA","95050","37.3511297000","-121.9439530000","+14082047696","POINT (-121.943953 37.3511297)"
"PR0383008","CHALLENGER SCHOOL -  MIDDLEFIELD","3880 MIDDLEFIELD RD","PALO ALTO","CA","94303","37.4264850000","-122.1185810000","+16502138245","POINT (-122.118581 37.426485)"
"PR0383009","CHALLENGER SCHOOL - SUNNYVALE","1185 HOLLENBECK AV","SUNNYVALE","CA","94087","37.3551460000","-122.0416630000","+14082457170","POINT (-122.041663 37.355146)"
"PR0383010","CHALLENGER SCHOOL - ALMADEN","19950 MCKEAN RD","SAN JOSE","CA","95120","37.2005230000","-121.8265790000","+14089275771","POINT (-121.826579 37.200523)"
"PR0383012","SARA'S GOURMET SHACK","16500 CONDIT RD","MORGAN HILL","CA","95037","37.1267629000","-121.6263960000","+14087783900","POINT (-121.626396 37.1267629)"
"PR0383013","PIZZA MY HEART","2855 STEVENS CREEK BL STE FC3","SANTA CLARA","CA","95051","37.3258450000","-121.9456152000","+14082414000","POINT (-121.9456152 37.325845)"
"PR0383054","NEW CHINA FOOD","1836 N MILPITAS BL","MILPITAS","CA","95035","37.4563240000","-121.9111180000",,"POINT (-121.911118 37.456324)"
"PR0383055","SUBWAY #40922","255 N WHITE RD 100","SAN JOSE","CA","95127","37.3735954000","-121.8344196000","+14082592199","POINT (-121.8344196 37.3735954)"
"PR0383059","MONTEREY MINI MART FOOD & LIQUOR","2951 MONTEREY HY # 70","SAN JOSE","CA","95111","37.2897870000","-121.8478580000","+13477995527","POINT (-121.847858 37.289787)"
"PR0383063","LOCANDA SORRENTO","76 E CAMPBELL AV","CAMPBELL","CA","95008","37.2870243000","-121.9483917000","+14085407686","POINT (-121.9483917 37.2870243)"
"PR0383073","PACIFIC DINING - DE ANZA COLLEGE","21250 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3191710000","-122.0451120000","+14084068487","POINT (-122.045112 37.319171)"
"PR0383091","I TEA DO RAKU","760 E CALAVERAS BL","MILPITAS","CA","95035","37.4336271000","-121.8928147000","+14087594558","POINT (-121.8928147 37.4336271)"
"PR0383094","BEARD PAPAS","19748 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3216027000","-122.0175395000","+14089962300","POINT (-122.0175395 37.3216027)"
"PR0383096","CVS/PHARMACY #7774","850 CALIFORNIA ST","MOUNTAIN VIEW","CA","94087","37.3915970000","-122.0811200000","+16506914001","POINT (-122.08112 37.391597)"
"PR0383097","GAS AND SHOP","1655 MCKEE RD","SAN JOSE","CA","95116","37.3575582000","-121.8621540000","+14086493720","POINT (-121.862154 37.3575582)"
"PR0383101","ROSE ELEMENTARY CHILD DEV CTR","250 ROSWELL DR","MILPITAS","CA","95035","37.4333460000","-121.8772720000","+14086352686","POINT (-121.877272 37.433346)"
"PR0383102","SUNNYHILLS CHILD DEVELOPMENT CENTER","356 DIXON RD","MILPITAS","CA","95035","37.4594400000","-121.9052540000","+14089455577","POINT (-121.905254 37.45944)"
"PR0383136","MYKONOS GRILL INC","756 E CALAVERAS BL","MILPITAS","CA","95035","37.4333760000","-121.8930690000","+14085939519","POINT (-121.893069 37.433376)"
"PR0383192","SAFEWAY #767 - STARBUCKS","6150 BOLLINGER RD","SAN JOSE","CA","95129","37.3099826000","-122.0118860000",,"POINT (-122.011886 37.3099826)"
"PR0383193","LOPEZ PRODUCE MARKET","8655 MONTEREY RD # A","GILROY","CA","95020","37.0222965000","-121.5769238000","+14083375884","POINT (-121.5769238 37.0222965)"
"PR0383199","LYTTON GARDENS-INDEPENDENT LIVING","656 LYTTON AV","PALO ALTO","CA","94301","37.4509160000","-122.1578330000","+16503177372","POINT (-122.157833 37.450916)"
"PR0383212","LAKESIDE JOINT SCHOOL DISTRICT","19621 BLACK RD","LOS GATOS","CA","95033","37.1932610000","-122.0180550000","+14083542372","POINT (-122.018055 37.193261)"
"PR0383277","MI TIENDA MOUNTAIN VIEW - TAQUERIA","311 MOFFETT BL # B","MOUNTAIN VIEW","CA","94043","37.3977670000","-122.0759440000","+16503865399","POINT (-122.075944 37.397767)"
"PR0383300","PEET'S COFFEE @ CAMINO MEDICAL","701 E EL CAMINO REAL","MOUNTAIN VIEW","CA","94043","37.3763810000","-122.0652130000",,"POINT (-122.065213 37.376381)"
"PR0383355","SAN JOSE DREAM DINNERS","2013 CAMDEN AV","SAN JOSE","CA","95124","37.2618335000","-121.9318354000","+14083633968","POINT (-121.9318354 37.2618335)"
"PR0383359","BURRITOS, TACOS Y MAS","1295 E DUNNE AV # 180","MORGAN HILL","CA","95037","37.1337880000","-121.6294210000","+14086870311","POINT (-121.629421 37.133788)"
"PR0383360","CHILI'S","1039 COCHRANE RD","MORGAN HILL","CA","95037","37.1552960000","-121.6501970000","+14087794152","POINT (-121.650197 37.155296)"
"PR0383376","DAI THANH","2040 TULLY RD","SAN JOSE","CA","95122","37.3263060000","-121.8198430000","+14086201684","POINT (-121.819843 37.326306)"
"PR0383380","ST-AVERY POOL SNACK BAR","235 SAM MCDONALD RD","STANFORD","CA","94305","37.4318070000","-122.1613630000","+14084223429","POINT (-122.161363 37.431807)"
"PR0383394","LIU ROAST FISH","550 BARBER LN","MILPITAS","CA","95035","37.4203178000","-121.9170753000","+17602016999","POINT (-121.9170753 37.4203178)"
"PR0383398","AFTER BAR AND GRILL","1692 STORY RD # 100","SAN JOSE","CA","95122","37.3398673000","-121.8429836000","+14087084971","POINT (-121.8429836 37.3398673)"
"PR0383431","DOLLAR TREE STORE #03725","588 E EL CAMINO REAL","SUNNYVALE","CA","94087","37.3620700000","-122.0257100000","+17573215000","POINT (-122.02571 37.36207)"
"PR0383436","HL PENINSULA RESTAURANT","136 RANCH DR","MILPITAS","CA","95035","37.4281890000","-121.9203110000","+14153738768","POINT (-121.920311 37.428189)"
"PR0383457","MR. PICKLES","1049 COCHRANE RD STE 120","MORGAN HILL","CA","95037","37.1563779000","-121.6520100000","+14086124902","POINT (-121.65201 37.1563779)"
"PR0383462","CHIPOTLE MEXICAN GRILL #1107","2007 CAMDEN AV 50","SAN JOSE","CA","95124","37.2618332000","-121.9317982000",,"POINT (-121.9317982 37.2618332)"
"PR0383463","YOSHIDA RESTAURANT","10350 S DE ANZA BL","CUPERTINO","CA","950143020","37.3179079000","-122.0319007000","+14082521797","POINT (-122.0319007 37.3179079)"
"PR0383466","GOOGLE- B44 CAFE- COSTA","1625 CHARLESTON RD 44","MOUNTAIN VIEW","CA","94043","37.4198117000","-122.0842827000","+16506234074","POINT (-122.0842827 37.4198117)"
"PR0383474","NEW YORK NEW YORK","125 UNIVERSITY AV","PALO ALTO","CA","94301","37.4440430000","-122.1637650000","+16503286700","POINT (-122.163765 37.444043)"
"PR0383488","TAIWAN CAFE","568 N ABEL ST","MILPITAS","CA","95035","37.4357570000","-121.9103690000","+14085868885","POINT (-121.910369 37.435757)"
"PR0383489","PASTA MARKET, THE","579 COLEMAN AV 80","SAN JOSE","CA","951102005","37.3407020000","-121.9068670000","+14082886600","POINT (-121.906867 37.340702)"
"PR0383519","SILICON VALLEY KITCHEN RENTAL","1721 ROGERS AV # S","SAN JOSE","CA","95112","37.3745885000","-121.9085813000","+14087281358","POINT (-121.9085813 37.3745885)"
"PR0383527","DESI FRESH HALAL MEAT & GROCERY LLC","4481 STEVENS CREEK BL","SANTA CLARA","CA","95051","37.3238594000","-121.9807690000","+14082442699","POINT (-121.980769 37.3238594)"
"PR0383530","BACK A YARD CARIBBEAN GRILL","1011 E CAPITOL EX","SAN JOSE","CA","95121","37.2996639000","-121.8229943000","+14089606330","POINT (-121.8229943 37.2996639)"
"PR0383589","SHELLENA'S CAFE","2855 STORY RD","SAN JOSE","CA","95127","37.3532670000","-121.8236750000","+14084898505","POINT (-121.823675 37.353267)"
"PR0383625","VIETASIA","1295 E DUNNE AV # 140","MORGAN HILL","CA","95037","37.1335968000","-121.6294014000","+14087826000","POINT (-121.6294014 37.1335968)"
"PR0383644","BETA C","1200 CRITTENDEN LN","MOUNTAIN VIEW","CA","94043","37.4257850000","-122.0718570000","+16506234000","POINT (-122.071857 37.425785)"
"PR0383648","GOOGLE CRAVE CAFE @ 2025 GARCIA","2025 GARCIA AV","MOUNTAIN VIEW","CA","94043","37.4238470000","-122.0914190000",,"POINT (-122.091419 37.423847)"
"PR0383664","SUNSTREAM CAFE","500 EL CAMINO REAL BLDG 401","SANTA CLARA","CA","95050","37.3518740000","-121.9373850000","+14085511952","POINT (-121.937385 37.351874)"
"PR0383665","VON'S CHICKEN","137 E EL CAMINO REAL","MOUNTAIN VIEW","CA","94040","37.3788677999","-122.0722737000","+16502825315","POINT (-122.0722737 37.3788677999)"
"PR0383666","GOOGLE - 1098 ALTA - COFFEE BAR 1ST FLOOR","1098 ALTA AV","MOUNTAIN VIEW","CA","94043","37.4205320000","-122.0855090000","+16502533000","POINT (-122.085509 37.420532)"
"PR0383667","SLICE CAFE 40 @ 1600 AMPHITHEATRE","1600 AMPHITHEATRE PY BLDG 40","MOUNTAIN VIEW","CA","94043","37.4220323000","-122.0845109000","+16505991999","POINT (-122.0845109 37.4220323)"
"PR0383694","TP TEA","10787 S BLANEY AV","CUPERTINO","CA","95014","37.3112880000","-122.0236239999","+16508675621","POINT (-122.0236239999 37.311288)"
"PR0383735","DOLLAR TREE STORE #03853","916 STORY RD","SAN JOSE","CA","95122","37.3303780000","-121.8568610000","+17573215000","POINT (-121.856861 37.330378)"
"PR0383736","PIZZA BY THE SLICE @ THE PLEX","800 EMBEDDED WY","SAN JOSE","CA","95138","37.2663370000","-121.7938840000","+14084774632","POINT (-121.793884 37.266337)"
"PR0383758","CHIPOTLE MEXICAN GRILL #1093","975 THE ALAMEDA STE 10","SAN JOSE","CA","95126","37.3318460000","-121.9088030000","+14082889172","POINT (-121.908803 37.331846)"
"PR0383759","SUBWAY #37979","1243 CALAVERAS BL","MILPITAS","CA","95035","37.4353887000","-121.8858073000","+14089467482","POINT (-121.8858073 37.4353887)"
"PR0383761","LEE'S YOGURTLAND CUPERTINO","19700 STEVENS CREEK BL","CUPERTINO","CA","95014","37.3217142000","-122.0178622999","+14089961776","POINT (-122.0178622999 37.3217142)"
"PR0383763","ONO HAWAIIAN BBQ","1041 COCHRANE RD STE 160","MORGAN HILL","CA","95037","37.1556968000","-121.6506579000","+19095943388","POINT (-121.6506579 37.1556968)"
"PR0383765","UNIVERSITY PREPARATORY ACADEMY","2315 CANOAS GARDEN AV","SAN JOSE","CA","95125","37.2924720000","-121.8742530000","+14087231839","POINT (-121.874253 37.292472)"
"PR0383768","ST-HILLEL @ STANFORD - KORET PAVILL","564 LANE A","STANFORD","CA","94305","37.4211888000","-122.1695151000","+16507211454","POINT (-122.1695151 37.4211888)"
"PR0383826","CHIKIN DRIP","81 CURTNER AV # 60","SAN JOSE","CA","95125","37.3021368000","-121.8635571000",,"POINT (-121.8635571 37.3021368)"
"PR0383827","DOUGH BURGER","1751 N 1ST ST # 10","SAN JOSE","CA","95112","37.3706180000","-121.9165920000","+15102994097","POINT (-121.916592 37.370618)"
"PR0383892","CITY DINER","2951 MONTEREY RD","SAN JOSE","CA","95111","37.2897170000","-121.8485664000","+14082695490","POINT (-121.8485664 37.289717)"
"PR0383899","LIFEWORKS @ CROSSMAN BUILD 3 - CAFE","1345 CROSSMAN AV","SUNNYVALE","CA","94089","37.4106490000","-122.0103257000","+14083989838","POINT (-122.0103257 37.410649)"
"PR0383900","JAMBA JUICE #1129","372 N CAPITOL AV","SAN JOSE","CA","95133","37.3717390000","-121.8444608000","+14082541449","POINT (-121.8444608 37.371739)"
"PR0383901","HAPPY LEMON PREMIER","3005 SILVER CREEK RD STE 112","SAN JOSE","CA","95121","37.3096036000","-121.8137461000","+14087263446","POINT (-121.8137461 37.3096036)"
"PR0383902","PARIS BAGUETTE","3561 EL CAMINO REAL # 75","SANTA CLARA","CA","95051","37.3538016000","-121.9942653000","+14082600404","POINT (-121.9942653 37.3538016)"
"PR0383903","KABILA SWEETS AND RESTAURANT","3064 EL CAMINO REAL","SANTA CLARA","CA","95051","37.3522010000","-121.9818060000","+14089851579","POINT (-121.981806 37.352201)"
"PR0383905","ALDO'S DELI","440 N SANTA CRUZ AV","LOS GATOS","CA","95030","37.2303076000","-121.9802737000","+14083540700","POINT (-121.9802737 37.2303076)"
"PR0383907","CHIPOTLE MEXICAN GRILL","1815 S BASCOM AV","CAMPBELL","CA","95008","37.2908106000","-121.9317956000","+14083715284","POINT (-121.9317956 37.2908106)"
"PR0383908","FU LAM MUM","153 CASTRO ST","MOUNTAIN VIEW","CA","94041","37.3942670000","-122.0783480000","+16509671689","POINT (-122.078348 37.394267)"
"PR0383909","DANG EM QUAN","947 MCLAUGHLIN AV","SAN JOSE","CA","95122","37.3339290000","-121.8557650000","+16693048704","POINT (-121.855765 37.333929)"
"PR0383910","SAFEWAY-BAKERY","2605 THE ALAMEDA","SANTA CLARA","CA","95050","37.3459467000","-121.9365362000","+14082446873","POINT (-121.9365362 37.3459467)"
"PR0383911","SV COCINA & PUPUSERIA","1208 E ARQUES AV # 103","SUNNYVALE","CA","94085","37.3797390000","-121.9948511999","+14082456242","POINT (-121.9948511999 37.379739)"
"PR0383912","BAREFOOT COFFEE","1819 S BASCOM AV","CAMPBELL","CA","95008","37.2906390000","-121.9318820000","+14083405026","POINT (-121.931882 37.290639)"
"PR0383954","PLUG AND PLAY TECH CENTER","440 N WOLFE RD","SUNNYVALE","CA","94085","37.3834850000","-122.0134570000","+14089912000","POINT (-122.013457 37.383485)"
"PR0383955","SPEEDWAY #4407","1885 N MILPITAS BL","MILPITAS","CA","95035","37.4577699000","-121.9118328999","+14089421669","POINT (-121.9118328999 37.4577699)"
"PR0383975","LAS ANIMAS SCHOOL CHILD NUTRITION","6550 CIMINO ST","GILROY","CA","95020","37.0169500000","-121.5834730000","+14088426414","POINT (-121.583473 37.01695)"
"PR0384033","HIMALAYAN KITCHEN","820 E EL CAMINO REAL C","MOUNTAIN VIEW","CA","94040","37.3853639000","-122.0829006000","+16509674240","POINT (-122.0829006 37.3853639)"
"PR0384042","MI RANCHO SUPERMARKET","2806 STORY RD","SAN JOSE","CA","95127","37.3527480000","-121.8239120000","+14082593333","POINT (-121.823912 37.352748)"
"PR0384069","LEUNG NOODLE","3005 SILVER CREEK RD # 130","SAN JOSE","CA","95121","37.3088184000","-121.8133152000","+14087847343","POINT (-121.8133152 37.3088184)"
"PR0384073","PAYPAL CAFE 17","2180 O'NEL DR","SAN JOSE","CA","95131","37.3765600000","-121.9224960000","+14089675695","POINT (-121.922496 37.37656)"
"PR0384076","AUNTIE ANNE'S","925 BLOSSOM HILL RD # H2","SAN JOSE","CA","95123","37.2505710000","-121.8611670000","+14085785188","POINT (-121.861167 37.250571)"
"PR0384080","CHEFF CHE CAFE","975 THE ALAMEDA # 80","SAN JOSE","CA","95126","37.3318460000","-121.9088030000","+14086068963","POINT (-121.908803 37.331846)"
"PR0384082","SPECIALTY'S CAFE AND BAKERY","645 ELLIS ST","MOUNTAIN VIEW","CA","94043","37.4028557000","-122.0506783000","+14082508068","POINT (-122.0506783 37.4028557)"
"PR0384083","ANGRY CHICKZ","3001 MERIDIAN AV","SAN JOSE","CA","95124","37.2702911000","-121.9066635000","+19167096900","POINT (-121.9066635 37.2702911)"
"PR0384084","RED ROBIN GOURMET BURGERS","1045 COCHRANE RD","MORGAN HILL","CA","95037","37.1561100000","-121.6515380000","+14087782028","POINT (-121.651538 37.15611)"
"PR0384085","LA COSTA DEL SOL","2951 MONTEREY RD #60","SAN JOSE","CA","95111","37.2900129000","-121.8479006000","+14082265300","POINT (-121.8479006 37.2900129)"
"PR0384088","BEVMO!","871 BLOSSOM HILL RD","SAN JOSE","CA","95123","37.2504880000","-121.8582500000","+14082240143","POINT (-121.85825 37.250488)"
"PR0384156","JAMBA JUICE #1009","91 CURTNER AV STE 80","SAN JOSE","CA","95125","37.3019544000","-121.8638281000","+14082871530","POINT (-121.8638281 37.3019544)"
"PR0384157","OAK GROVE HIGH SCHOOL - CONCESSION","285 BLOSSOM HILL RD","SAN JOSE","CA","95123","37.2515700000","-121.8198430000","+14083476500","POINT (-121.819843 37.25157)"
"PR0384160","CAFE LA LUNE","116 PASEO DE SAN ANTONIO","SAN JOSE","CA","95112","37.3334940000","-121.8854290000","+14082922070","POINT (-121.885429 37.333494)"
"PR0384246","PANDA EXPRESS #1613","2131 MONTEREY RD 60","SAN JOSE","CA","95112","37.3029636000","-121.8606968000","+14082886911","POINT (-121.8606968 37.3029636)"
"PR0384253","SEE'S CANDIES #52","1057 COCHRANE RD 180","MORGAN HILL","CA","95037","37.1363200000","-121.6140690000","+16502453193","POINT (-121.614069 37.13632)"
"PR0384254","ERTHYA","10310 S S DE ANZA BL","CUPERTINO","CA","95014","37.3183733000","-122.0321666000",,"POINT (-122.0321666 37.3183733)"
"PR0384256","NIRVANA SOUL","315 S 1ST ST","SAN JOSE","CA","95113","37.3311120000","-121.8870980000","+14087591351","POINT (-121.887098 37.331112)"
"PR0384257","LA VICTORIA TAQUERIA #3","5015 ALMADEN EX","SAN JOSE","CA","95118","37.2582694000","-121.8762832000","+14089787666","POINT (-121.8762832 37.2582694)"
"PR0384317","SHANG YU LIN","20956 HOMESTEAD RD # D","CUPERTINO","CA","95014","37.3364020000","-122.0404670000","+14087779899","POINT (-122.040467 37.336402)"
"PR0384318","NASCHMARKT","2323 BIRCH ST","PALO ALTO","CA","94306","37.4278424000","-122.1447276000","+16505613202","POINT (-122.1447276 37.4278424)"
"PR0384320","MILK BELLY BAKERY","30 E SANTA CLARA ST # 110","SAN JOSE","CA","95113","37.3363006000","-121.8899178000","+14086911506","POINT (-121.8899178 37.3363006)"
"PR0384322","KHAZANA BY CHEF SANJEEV KAPOOR","339 UNIVERSITY AV","PALO ALTO","CA","94301","37.4464820000","-122.1613420000","+14082500820","POINT (-122.161342 37.446482)"
"PR0384323","VIEN DONG SUGARCANE AND PASTRY","2893 SENTER RD B","SAN JOSE","CA","95111","37.2984980000","-121.8405600000","+14085990052","POINT (-121.84056 37.298498)"
"PR0384324","CAFE TAZZA","2213 EL CAMINO REAL","SANTA CLARA","CA","95050","37.3528240000","-121.9632470000","+14082492739","POINT (-121.963247 37.352824)"
"PR0384326","CULICHI TOWN","131 CURTNER AV","SAN JOSE","CA","95125","37.3015384000","-121.8644461000",,"POINT (-121.8644461 37.3015384)"
"PR0384327","KAMAL SPICE HOUSE - DELI","385 N CAPITOL AV","SAN JOSE","CA","95133","37.3715406000","-121.8446516999","+14089238742","POINT (-121.8446516999 37.3715406)"
"PR0384337","BEST WSTRN BROOKSIDE INN-BRKFST BAR","400 VALLEY WY","MILPITAS","CA","95035","37.4273480000","-121.9145860000","+14082635566","POINT (-121.914586 37.427348)"
"PR0384359","COLDSTONE CREAMERY","1 CURTNER AV # 50","SAN JOSE","CA","95125","37.3033493000","-121.8622076000","+17327257403","POINT (-121.8622076 37.3033493)"
"PR0384362","FOOD MAXX STORE #491 - DELI","3002 STORY RD","SAN JOSE","CA","95127","37.3539940000","-121.8202930000","+14089371234","POINT (-121.820293 37.353994)"
"PR0384363","EL POLLO LOCO #3653","2131 MONTEREY RD # 20","SAN JOSE","CA","95125","37.3052781000","-121.8634215000","+14089712012","POINT (-121.8634215 37.3052781)"
"PR0384370","NOB HILL #635 - GROCERY","6061 SNELL AV","SAN JOSE","CA","95123","37.2377670000","-121.8323680000","+14082250546","POINT (-121.832368 37.237767)"
"PR0384371","NOB HILL #635 - DELI/BAKERY","6061 SNELL AV","SAN JOSE","CA","95123","37.2377670000","-121.8323680000","+14082250546","POINT (-121.832368 37.237767)"
"PR0384372","NOB HILL #635 - PEET'S COFFEE","6061 SNELL AV","SAN JOSE","CA","95123","37.2377670000","-121.8323680000","+14082250546","POINT (-121.832368 37.237767)"
"PR0384462","BURMA TASTE","124 S MURPHY AV","SUNNYVALE","CA","94086","37.3770970000","-122.0297120000","+14157746533","POINT (-122.029712 37.377097)"
"PR0384463","BIG SPOON KOREAN RESTAURANT","255 N WHITE RD STE 102","SAN JOSE","CA","95127","37.3730160000","-121.8341420000","+14082518007","POINT (-121.834142 37.373016)"
"PR0384467","PHO HUONG","1954 TULLY RD","SAN JOSE","CA","95122","37.3250449000","-121.8217735000","+14082237668","POINT (-121.8217735 37.3250449)"
"PR0384469","PANERA BREAD COMPANY","2199 MONTEREY HY","SAN JOSE","CA","95112","37.3020922000","-121.8598163000","+14082861755","POINT (-121.8598163 37.3020922)"
"PR0384470","FIVE GUYS BURGERS AND FRIES","775 COCHRANE RD STE 100","MORGAN HILL","CA","95037","37.1513220000","-121.6564230000","+14087769800","POINT (-121.656423 37.151322)"
"PR0384477","STARBUCKS COFFEE #13937","175 CURTNER AV 30","SAN JOSE","CA","95125","37.3020220000","-121.8654540000","+14089711752","POINT (-121.865454 37.302022)"
"PR0384482","GROCERY OUTLET OF SAN JOSE","2300 MONTEREY RD","SAN JOSE","CA","95112","37.3021930000","-121.8595520000","+14082922132","POINT (-121.859552 37.302193)"
"PR0384483","TONG SUI","1290 KIFER RD STE 305","SUNNYVALE","CA","94086","37.3738590000","-121.9913220000","+16262409436","POINT (-121.991322 37.373859)"
"PR0384484","CARDENAS #212 - GROCERY","320 N CAPITOL AV","SAN JOSE","CA","95133","37.3708428000","-121.8435703000","+14082400590","POINT (-121.8435703 37.3708428)"
"PR0384485","CARDENAS #212 - BAKERY","320 N CAPITOL AV","SAN JOSE","CA","95133","37.3708428000","-121.8435703000","+14082400590","POINT (-121.8435703 37.3708428)"
"PR0384486","CARDENAS #212 - DELI","320 N CAPITOL AV","SAN JOSE","CA","95133","37.3708428000","-121.8435703000","+14082400590","POINT (-121.8435703 37.3708428)"
"PR0384487","PANDA EXPRESS","790 E EL CAMINO REAL","SUNNYVALE","CA","94087","37.3560423000","-122.0182071000","+14087394363","POINT (-122.0182071 37.3560423)"
"PR0384573","MI RANCHO TAQUERIA","2806 STORY RD","SAN JOSE","CA","95127","37.3527480000","-121.8239120000","+14082593333","POINT (-121.823912 37.352748)"
"PR0384596","LA HACIENDA MEXICAN RESTAURANT","16825 CONDIT RD","MORGAN HILL","CA","95037","37.1303002000","-121.6312338999","+14088484133","POINT (-121.6312338999 37.1303002)"
"PR0384607","SAFEWAY #1574 - STARBUCKS","4950 ALMADEN EX","SAN JOSE","CA","95118","37.2594607000","-121.8758302000",,"POINT (-121.8758302 37.2594607)"
"PR0384633","REAL PRODUCE","5353 ALMADEN EX H44","SAN JOSE","CA","95118","37.3260310000","-121.9164010000","+14087237256","POINT (-121.916401 37.326031)"
"PR0384634","BITTER + SWEET","20560 TOWN CENTER LN","CUPERTINO","CA","95014","37.3182521000","-122.0308456000","+14082552600","POINT (-122.0308456 37.3182521)"
"PR0384635","ANATOLIAN KITCHEN","340 CALIFORNIA AV","PALO ALTO","CA","94306","37.4271750000","-122.1445800000","+14159397049","POINT (-122.14458 37.427175)"
"PR0384637","GREEN LOTUS","1143 STORY RD STE 180","SAN JOSE","CA","95122","37.3327657000","-121.8542595999","+14084904159","POINT (-121.8542595999 37.3327657)"
"PR0384638","HACIENDA CAFE & GRILL","8610 SAN YSIDRO AV","GILROY","CA","95020","37.0270570000","-121.5655920000","+14083371398","POINT (-121.565592 37.027057)"
"PR0384653","JASMINE THAI CUISINE LLC","1211 FRANKLIN MALL","SANTA CLARA","CA","95050","37.3490660000","-121.9472060000","+14082463943","POINT (-121.947206 37.349066)"
"PR0384663","KING BAKERY","2899 AIELLO DR C","SAN JOSE","CA","95111","37.2928850000","-121.8457100000","+14084699989","POINT (-121.84571 37.292885)"
"PR0384664","TPUMPS","7290 BOLLINGER RD","SAN JOSE","CA","95129","37.3121367000","-122.0318249000","+16269911642","POINT (-122.0318249 37.3121367)"
"PR0384674","TRADER JOE'S #232","7250 BOLLINGER RD","SAN JOSE","CA","95129","37.3119550000","-122.0311250000","+14088737384","POINT (-122.031125 37.311955)"
"PR0384675","CHAAT & CURRYS","520 LAWRENCE EX","SUNNYVALE","CA","94085","37.3828690000","-121.9950670000",,"POINT (-121.995067 37.382869)"
"PR0384695","BEVMO!","3149 STEVENS CREEK BL","SANTA CLARA","CA","95117","37.3234280000","-121.9519500000","+14082482776","POINT (-121.95195 37.323428)"
"PR0384697","THE CHEESE STEAK SHOP","136 N MILPITAS","MILPITAS","CA","95035","37.4299752000","-121.8975805000","+14089353161","POINT (-121.8975805 37.4299752)"
"PR0384702","HOME EAT","88 S 4TH ST # 150","SAN JOSE","CA","95112","37.3359580000","-121.8860580000","+19175878963","POINT (-121.886058 37.335958)"
"PR0384873","KARA'S CUPCAKES, INC","855 EL CAMINO REAL","PALO ALTO","CA","94301","37.4381851000","-122.1585488000",,"POINT (-122.1585488 37.4381851)"
"PR0384982","PASTELARIA ADEGA","30 E SANTA CLARA ST # 130","SAN JOSE","CA","95113","37.3362590000","-121.8898133000","+14083202936","POINT (-121.8898133 37.336259)"
"PR0385062","SUBWAY #43185","3155 MISSION COLLEGE BL","SANTA CLARA","CA","95054","37.3907144000","-121.9782203000","+12094454542","POINT (-121.9782203 37.3907144)"
"PR0385128","SHAHI DARBAR INDIAN CUISINE","2155 EL CAMINO REAL","SANTA CLARA","CA","95050","37.3529654000","-121.9621307000","+15109459224","POINT (-121.9621307 37.3529654)"
"PR0385163","ZZ NOODLES","3521 HOMESTEAD RD","SANTA CLARA","CA","95051","37.3392213000","-121.9942871000","+14086157876","POINT (-121.9942871 37.3392213)"
"PR0385165","KING'S PORK FEET","3521 HOMESTEAD RD","SANTA CLARA","CA","95051","37.3387800000","-121.9942400000","+14082602880","POINT (-121.99424 37.33878)"
"PR0385207","750 MCGLINCY 105, LLC","750 E MCGLINCY LN 105","CAMPBELL","CA","95008","37.2789306600","-121.9375000000","+14086405330","POINT (-121.9375 37.27893066)"
"PR0385208","ARAUJO'S MEXICAN GRILL","3070 SENTER RD","SAN JOSE","CA","95111","37.2950410000","-121.8344010000","+14082276655","POINT (-121.834401 37.295041)"
"PR0385212","ST-COUPA CAFE","473 VIA ORTEGA","STANFORD","CA","94305","37.4283920000","-122.1759190000","+16503311132","POINT (-122.175919 37.428392)"
"PR0385213","NOTHING BUNDT CAKES","421 N SANTA CRUZ AV","LOS GATOS","CA","95030","37.2300710000","-121.9806060000","+14083952959","POINT (-121.980606 37.230071)"
"PR0385223","AFC SUSHI @ NOB HILL #635","6061 SNELL AV","SAN JOSE","CA","95123","37.2377670000","-121.8323680000",,"POINT (-121.832368 37.237767)"
"PR0385267","BREAKTIME CAFE & TEA","199 E CAMPBELL AV","CAMPBELL","CA","95008","37.2870900000","-121.9472115000","+14088884557","POINT (-121.9472115 37.28709)"
"PR0385270","WINGSTOP","121 CURTNER AV 30","SAN JOSE","CA","95125","37.3015824000","-121.8643807000","+14082759464","POINT (-121.8643807 37.3015824)"
"PR0385289","ON LOK","299 STOCKTON AV","SAN JOSE","CA","95126","37.3334250000","-121.9059280000","+14085354600","POINT (-121.905928 37.333425)"
"PR0385304","CAFETERIA EL GIRASOL","1125 S KING RD","SAN JOSE","CA","95122","37.3390947000","-121.8424546000","+14087702050","POINT (-121.8424546 37.3390947)"
"PR0385305","YEWON RICE BAKERY","1591 POMERY AV","SANTA CLARA","CA","95051","37.3522290000","-121.9866440000","+14082481505","POINT (-121.986644 37.352229)"
"PR0385314","RISTORANTE TRE MONTI","270 MAIN ST","LOS ALTOS","CA","94022","37.3785153000","-122.1163682000","+16504520289","POINT (-122.1163682 37.3785153)"
