geoid,name,total_population,median_household_income,poverty_rate_pct,households_no_vehicle_pct,total_food_businesses,fresh_food_businesses,limited_fresh_food_businesses,restaurant_businesses,fresh_food_share,fresh_food_per_1000_people,food_access_priority_score
060855063024,Block Group 4; Census Tract 5063.02; Santa Clara County; California,1135,186250,,,1,0,1,0,0.0,0.0,1.0
060855033222,Block Group 2; Census Tract 5033.22; Santa Clara County; California,1757,150625,,,0,0,0,0,,0.0,1.0
060855033223,Block Group 3; Census Tract 5033.22; Santa Clara County; California,1139,154387,,,0,0,0,0,,0.0,1.0
060855022032,Block Group 2; Census Tract 5022.03; Santa Clara County; California,2053,180729,,,0,0,0,0,,0.0,1.0
060855022041,Block Group 1; Census Tract 5022.04; Santa Clara County; California,2122,80172,,,0,0,0,0,,0.0,1.0
060855020021,Block Group 1; Census Tract 5020.02; Santa Clara County; California,658,68967,,,2,0,0,0,0.0,0.0,1.0
060855022042,Block Group 2; Census Tract 5022.04; Santa Clara County; California,1272,35942,,,1,0,1,0,0.0,0.0,1.0
060855123072,Block Group 2; Census Tract 5123.07; Santa Clara County; California,2945,147647,,,2,0,0,0,0.0,0.0,1.0
060855024003,Block Group 3; Census Tract 5024; Santa Clara County; California,789,250001,,,0,0,0,0,,0.0,1.0
060855032181,Block Group 1; Census Tract 5032.18; Santa Clara County; California,1571,117333,,,0,0,0,0,,0.0,1.0
060855123052,Block Group 2; Census Tract 5123.05; Santa Clara County; California,923,245208,,,0,0,0,0,,0.0,1.0
060855032183,Block Group 3; Census Tract 5032.18; Santa Clara County; California,1389,118681,,,2,0,0,0,0.0,0.0,1.0
060855032191,Block Group 1; Census Tract 5032.19; Santa Clara County; California,1042,65893,,,6,0,0,1,0.0,0.0,1.0
060855024002,Block Group 2; Census Tract 5024; Santa Clara County; California,903,250001,,,1,0,0,0,0.0,0.0,1.0
060855032201,Block Group 1; Census Tract 5032.20; Santa Clara County; California,1759,155163,,,2,0,0,0,0.0,0.0,1.0
060855032202,Block Group 2; Census Tract 5032.20; Santa Clara County; California,2016,103558,,,4,0,0,0,0.0,0.0,1.0
060855123051,Block Group 1; Census Tract 5123.05; Santa Clara County; California,3106,250001,,,2,0,0,0,0.0,0.0,1.0
060855032211,Block Group 1; Census Tract 5032.21; Santa Clara County; California,1145,29250,,,0,0,0,0,,0.0,1.0
060855122003,Block Group 3; Census Tract 5122; Santa Clara County; California,2354,250001,,,12,0,0,3,0.0,0.0,1.0
060855024001,Block Group 1; Census Tract 5024; Santa Clara County; California,617,250001,,,0,0,0,0,,0.0,1.0
060855023021,Block Group 1; Census Tract 5023.02; Santa Clara County; California,1172,178245,,,3,0,0,1,0.0,0.0,1.0
060855023011,Block Group 1; Census Tract 5023.01; Santa Clara County; California,1772,152159,,,3,0,0,1,0.0,0.0,1.0
060855122002,Block Group 2; Census Tract 5122; Santa Clara County; California,1213,250001,,,1,0,0,0,0.0,0.0,1.0
060855033042,Block Group 2; Census Tract 5033.04; Santa Clara County; California,2759,108889,,,0,0,0,0,,0.0,1.0
060855033043,Block Group 3; Census Tract 5033.04; Santa Clara County; California,1260,174189,,,0,0,0,0,,0.0,1.0
060855122001,Block Group 1; Census Tract 5122; Santa Clara County; California,1579,250001,,,0,0,0,0,,0.0,1.0
060855033231,Block Group 1; Census Tract 5033.23; Santa Clara County; California,1555,179000,,,0,0,0,0,,0.0,1.0
060855033232,Block Group 2; Census Tract 5033.23; Santa Clara County; California,2254,167803,,,1,0,0,0,0.0,0.0,1.0
060855033241,Block Group 1; Census Tract 5033.24; Santa Clara County; California,1838,148571,,,1,0,0,0,0.0,0.0,1.0
060855021042,Block Group 2; Census Tract 5021.04; Santa Clara County; California,744,79850,,,5,0,1,1,0.0,0.0,1.0
060855033324,Block Group 4; Census Tract 5033.32; Santa Clara County; California,2235,158209,,,0,0,0,0,,0.0,1.0
060855033331,Block Group 1; Census Tract 5033.33; Santa Clara County; California,1573,214750,,,1,0,0,0,0.0,0.0,1.0
060855033332,Block Group 2; Census Tract 5033.33; Santa Clara County; California,3017,199417,,,1,0,0,0,0.0,0.0,1.0
060855033361,Block Group 1; Census Tract 5033.36; Santa Clara County; California,1031,173125,,,1,0,0,0,0.0,0.0,1.0
060855033362,Block Group 2; Census Tract 5033.36; Santa Clara County; California,1830,193775,,,4,0,0,2,0.0,0.0,1.0
060855021013,Block Group 3; Census Tract 5021.01; Santa Clara County; California,3034,119375,,,3,0,1,0,0.0,0.0,1.0
060855033371,Block Group 1; Census Tract 5033.37; Santa Clara County; California,2525,141964,,,3,0,0,0,0.0,0.0,1.0
060855021012,Block Group 2; Census Tract 5021.01; Santa Clara County; California,987,160268,,,2,0,0,1,0.0,0.0,1.0
060855033381,Block Group 1; Census Tract 5033.38; Santa Clara County; California,2060,250001,,,0,0,0,0,,0.0,1.0
060855120562,Block Group 2; Census Tract 5120.56; Santa Clara County; California,1163,125365,,,0,0,0,0,,0.0,1.0
060855033391,Block Group 1; Census Tract 5033.39; Santa Clara County; California,1711,250001,,,0,0,0,0,,0.0,1.0
060855033392,Block Group 2; Census Tract 5033.39; Santa Clara County; California,2116,250001,,,2,0,0,1,0.0,0.0,1.0
060855120561,Block Group 1; Census Tract 5120.56; Santa Clara County; California,2644,112813,,,1,0,0,0,0.0,0.0,1.0
060855034012,Block Group 2; Census Tract 5034.01; Santa Clara County; California,1472,158092,,,0,0,0,0,,0.0,1.0
060855034013,Block Group 3; Census Tract 5034.01; Santa Clara County; California,1731,67188,,,1,0,0,0,0.0,0.0,1.0
060855034021,Block Group 1; Census Tract 5034.02; Santa Clara County; California,2108,121250,,,1,0,0,0,0.0,0.0,1.0
060855034022,Block Group 2; Census Tract 5034.02; Santa Clara County; California,1157,40603,,,0,0,0,0,,0.0,1.0
060855021011,Block Group 1; Census Tract 5021.01; Santa Clara County; California,1340,200565,,,5,0,0,1,0.0,0.0,1.0
060855020022,Block Group 2; Census Tract 5020.02; Santa Clara County; California,1565,114500,,,3,0,0,0,0.0,0.0,1.0
060855033323,Block Group 3; Census Tract 5033.32; Santa Clara County; California,1292,157004,,,0,0,0,0,,0.0,1.0
060855033322,Block Group 2; Census Tract 5033.32; Santa Clara County; California,771,119077,,,1,0,0,0,0.0,0.0,1.0
060855033321,Block Group 1; Census Tract 5033.32; Santa Clara County; California,1599,91205,,,2,0,0,1,0.0,0.0,1.0
060855021032,Block Group 2; Census Tract 5021.03; Santa Clara County; California,2160,100368,,,1,0,0,0,0.0,0.0,1.0
060855033242,Block Group 2; Census Tract 5033.24; Santa Clara County; California,1495,171410,,,0,0,0,0,,0.0,1.0
060855120582,Block Group 2; Census Tract 5120.58; Santa Clara County; California,1058,250001,,,0,0,0,0,,0.0,1.0
060855120572,Block Group 2; Census Tract 5120.57; Santa Clara County; California,928,186827,,,0,0,0,0,,0.0,1.0
060855033261,Block Group 1; Census Tract 5033.26; Santa Clara County; California,2212,167885,,,0,0,0,0,,0.0,1.0
060855033262,Block Group 2; Census Tract 5033.26; Santa Clara County; California,1914,250001,,,2,0,0,0,0.0,0.0,1.0
060855033263,Block Group 3; Census Tract 5033.26; Santa Clara County; California,2703,196625,,,0,0,0,0,,0.0,1.0
060855033271,Block Group 1; Census Tract 5033.27; Santa Clara County; California,1530,234250,,,0,0,0,0,,0.0,1.0
060855021041,Block Group 1; Census Tract 5021.04; Santa Clara County; California,1715,156118,,,8,0,0,2,0.0,0.0,1.0
060855033273,Block Group 3; Census Tract 5033.27; Santa Clara County; California,1209,120714,,,5,0,0,3,0.0,0.0,1.0
060855033312,Block Group 2; Census Tract 5033.31; Santa Clara County; California,1043,219000,,,0,0,0,0,,0.0,1.0
060855033291,Block Group 1; Census Tract 5033.29; Santa Clara County; California,1910,241176,,,3,0,0,2,0.0,0.0,1.0
060855033292,Block Group 2; Census Tract 5033.29; Santa Clara County; California,1384,147064,,,1,0,0,0,0.0,0.0,1.0
060855033301,Block Group 1; Census Tract 5033.30; Santa Clara County; California,2143,250001,,,2,0,0,0,0.0,0.0,1.0
060855033302,Block Group 2; Census Tract 5033.30; Santa Clara County; California,1492,250001,,,0,0,0,0,,0.0,1.0
060855120571,Block Group 1; Census Tract 5120.57; Santa Clara County; California,3457,161100,,,6,0,0,1,0.0,0.0,1.0
060855033304,Block Group 4; Census Tract 5033.30; Santa Clara County; California,1435,250001,,,7,0,0,3,0.0,0.0,1.0
060855033311,Block Group 1; Census Tract 5033.31; Santa Clara County; California,2438,100691,,,4,0,0,1,0.0,0.0,1.0
060855021031,Block Group 1; Census Tract 5021.03; Santa Clara County; California,2065,82652,,,7,0,0,3,0.0,0.0,1.0
060855032172,Block Group 2; Census Tract 5032.17; Santa Clara County; California,749,77237,,,4,0,0,0,0.0,0.0,1.0
060855032171,Block Group 1; Census Tract 5032.17; Santa Clara County; California,1499,102857,,,4,0,0,2,0.0,0.0,1.0
060855032132,Block Group 2; Census Tract 5032.13; Santa Clara County; California,2722,77212,,,3,0,1,0,0.0,0.0,1.0
060855031113,Block Group 3; Census Tract 5031.11; Santa Clara County; California,2431,134451,,,1,0,0,0,0.0,0.0,1.0
060855029093,Block Group 3; Census Tract 5029.09; Santa Clara County; California,1426,90938,,,3,0,1,1,0.0,0.0,1.0
060855123121,Block Group 1; Census Tract 5123.12; Santa Clara County; California,4066,206208,,,7,0,1,0,0.0,0.0,1.0
060855123144,Block Group 4; Census Tract 5123.14; Santa Clara County; California,1107,125403,,,38,0,0,15,0.0,0.0,1.0
060855029102,Block Group 2; Census Tract 5029.10; Santa Clara County; California,962,187000,,,4,0,0,2,0.0,0.0,1.0
060855124012,Block Group 2; Census Tract 5124.01; Santa Clara County; California,1473,198300,,,0,0,0,0,,0.0,1.0
060855123093,Block Group 3; Census Tract 5123.09; Santa Clara County; California,1719,190195,,,9,0,0,2,0.0,0.0,1.0
060855030011,Block Group 1; Census Tract 5030.01; Santa Clara County; California,1240,141667,,,3,0,1,1,0.0,0.0,1.0
060855030012,Block Group 2; Census Tract 5030.01; Santa Clara County; California,937,150625,,,1,0,0,0,0.0,0.0,1.0
060855030013,Block Group 3; Census Tract 5030.01; Santa Clara County; California,2253,149917,,,4,0,0,1,0.0,0.0,1.0
060855030021,Block Group 1; Census Tract 5030.02; Santa Clara County; California,1331,121970,,,7,0,1,0,0.0,0.0,1.0
060855026043,Block Group 3; Census Tract 5026.04; Santa Clara County; California,1677,108780,,,2,0,0,0,0.0,0.0,1.0
060855030031,Block Group 1; Census Tract 5030.03; Santa Clara County; California,1672,189844,,,5,0,0,1,0.0,0.0,1.0
060855030032,Block Group 2; Census Tract 5030.03; Santa Clara County; California,1905,162083,,,0,0,0,0,,0.0,1.0
060855030033,Block Group 3; Census Tract 5030.03; Santa Clara County; California,1450,250001,,,2,0,0,0,0.0,0.0,1.0
060855123092,Block Group 2; Census Tract 5123.09; Santa Clara County; California,1339,194044,,,1,0,0,0,0.0,0.0,1.0
060855124013,Block Group 3; Census Tract 5124.01; Santa Clara County; California,897,155517,,,3,0,0,0,0.0,0.0,1.0
060855026041,Block Group 1; Census Tract 5026.04; Santa Clara County; California,1615,97717,,,2,0,1,0,0.0,0.0,1.0
060855031103,Block Group 3; Census Tract 5031.10; Santa Clara County; California,1146,83036,,,0,0,0,0,,0.0,1.0
060855031111,Block Group 1; Census Tract 5031.11; Santa Clara County; California,1608,128983,,,2,0,0,0,0.0,0.0,1.0
060855029092,Block Group 2; Census Tract 5029.09; Santa Clara County; California,1042,140855,,,1,0,0,1,0.0,0.0,1.0
060855029091,Block Group 1; Census Tract 5029.09; Santa Clara County; California,1149,220333,,,3,0,0,1,0.0,0.0,1.0
060855029083,Block Group 3; Census Tract 5029.08; Santa Clara County; California,1637,250001,,,1,0,0,0,0.0,0.0,1.0
060855027041,Block Group 1; Census Tract 5027.04; Santa Clara County; California,1484,95000,,,3,0,0,0,0.0,0.0,1.0
060855028003,Block Group 3; Census Tract 5028; Santa Clara County; California,1309,179375,,,0,0,0,0,,0.0,1.0
060855029011,Block Group 1; Census Tract 5029.01; Santa Clara County; California,2055,186702,,,8,0,0,2,0.0,0.0,1.0
060855029012,Block Group 2; Census Tract 5029.01; Santa Clara County; California,1252,195057,,,0,0,0,0,,0.0,1.0
060855029013,Block Group 3; Census Tract 5029.01; Santa Clara County; California,858,211140,,,3,0,0,1,0.0,0.0,1.0
060855027043,Block Group 3; Census Tract 5027.04; Santa Clara County; California,1426,250001,,,3,0,0,0,0.0,0.0,1.0
060855029021,Block Group 1; Census Tract 5029.02; Santa Clara County; California,2976,221944,,,0,0,0,0,,0.0,1.0
060855029022,Block Group 2; Census Tract 5029.02; Santa Clara County; California,2574,210938,,,0,0,0,0,,0.0,1.0
060855027042,Block Group 2; Census Tract 5027.04; Santa Clara County; California,1355,184643,,,6,0,0,4,0.0,0.0,1.0
060855029031,Block Group 1; Census Tract 5029.03; Santa Clara County; California,2145,250001,,,1,0,0,0,0.0,0.0,1.0
060855027032,Block Group 2; Census Tract 5027.03; Santa Clara County; California,1114,140404,,,0,0,0,0,,0.0,1.0
060855029032,Block Group 2; Census Tract 5029.03; Santa Clara County; California,1642,247344,,,0,0,0,0,,0.0,1.0
060855029033,Block Group 3; Census Tract 5029.03; Santa Clara County; California,1531,220500,,,0,0,0,0,,0.0,1.0
060855029061,Block Group 1; Census Tract 5029.06; Santa Clara County; California,1369,110804,,,4,0,0,0,0.0,0.0,1.0
060855029062,Block Group 2; Census Tract 5029.06; Santa Clara County; California,1946,202222,,,1,0,0,0,0.0,0.0,1.0
060855027033,Block Group 3; Census Tract 5027.03; Santa Clara County; California,1933,145833,,,6,0,1,1,0.0,0.0,1.0
060855029071,Block Group 1; Census Tract 5029.07; Santa Clara County; California,1618,203646,,,0,0,0,0,,0.0,1.0
060855123141,Block Group 1; Census Tract 5123.14; Santa Clara County; California,1644,153846,,,2,0,0,0,0.0,0.0,1.0
060855029081,Block Group 1; Census Tract 5029.08; Santa Clara County; California,2749,136378,,,2,0,0,0,0.0,0.0,1.0
060855031112,Block Group 2; Census Tract 5031.11; Santa Clara County; California,1379,136750,,,0,0,0,0,,0.0,1.0
060855124021,Block Group 1; Census Tract 5124.02; Santa Clara County; California,944,-666666666,,,1,0,0,0,0.0,0.0,1.0
060855032131,Block Group 1; Census Tract 5032.13; Santa Clara County; California,2198,70833,,,8,0,2,3,0.0,0.0,1.0
060855123083,Block Group 3; Census Tract 5123.08; Santa Clara County; California,2746,196161,,,0,0,0,0,,0.0,1.0
060855031243,Block Group 3; Census Tract 5031.24; Santa Clara County; California,1863,102274,,,2,0,0,0,0.0,0.0,1.0
060855031251,Block Group 1; Census Tract 5031.25; Santa Clara County; California,2579,145060,,,0,0,0,0,,0.0,1.0
060855031252,Block Group 2; Census Tract 5031.25; Santa Clara County; California,1503,190724,,,1,0,0,0,0.0,0.0,1.0
060855031261,Block Group 1; Census Tract 5031.26; Santa Clara County; California,3964,178929,,,3,0,1,0,0.0,0.0,1.0
060855031271,Block Group 1; Census Tract 5031.27; Santa Clara County; California,1898,190547,,,0,0,0,0,,0.0,1.0
060855031272,Block Group 2; Census Tract 5031.27; Santa Clara County; California,3402,221100,,,2,0,0,0,0.0,0.0,1.0
060855032071,Block Group 1; Census Tract 5032.07; Santa Clara County; California,1859,171389,,,0,0,0,0,,0.0,1.0
060855032072,Block Group 2; Census Tract 5032.07; Santa Clara County; California,1587,128056,,,0,0,0,0,,0.0,1.0
060855032081,Block Group 1; Census Tract 5032.08; Santa Clara County; California,1609,128750,,,0,0,0,0,,0.0,1.0
060855032082,Block Group 2; Census Tract 5032.08; Santa Clara County; California,1573,204583,,,3,0,1,1,0.0,0.0,1.0
060855025001,Block Group 1; Census Tract 5025; Santa Clara County; California,920,229444,,,0,0,0,0,,0.0,1.0
060855032101,Block Group 1; Census Tract 5032.10; Santa Clara County; California,2631,121875,,,4,0,0,0,0.0,0.0,1.0
060855024007,Block Group 7; Census Tract 5024; Santa Clara County; California,1164,247865,,,4,0,0,0,0.0,0.0,1.0
060855032102,Block Group 2; Census Tract 5032.10; Santa Clara County; California,1436,117386,,,2,0,0,0,0.0,0.0,1.0
060855032112,Block Group 2; Census Tract 5032.11; Santa Clara County; California,1782,139091,,,1,0,0,0,0.0,0.0,1.0
060855024005,Block Group 5; Census Tract 5024; Santa Clara County; California,1449,123828,,,4,0,0,3,0.0,0.0,1.0
060855032121,Block Group 1; Census Tract 5032.12; Santa Clara County; California,1621,101750,,,2,0,0,1,0.0,0.0,1.0
060855032122,Block Group 2; Census Tract 5032.12; Santa Clara County; California,1237,143056,,,1,0,0,0,0.0,0.0,1.0
060855124024,Block Group 4; Census Tract 5124.02; Santa Clara County; California,1909,116921,,,1,0,1,0,0.0,0.0,1.0
060855031242,Block Group 2; Census Tract 5031.24; Santa Clara County; California,1437,-666666666,,,0,0,0,0,,0.0,1.0
060855031241,Block Group 1; Census Tract 5031.24; Santa Clara County; California,2775,130485,,,16,0,1,6,0.0,0.0,1.0
060855031232,Block Group 2; Census Tract 5031.23; Santa Clara County; California,2127,42250,,,4,0,0,1,0.0,0.0,1.0
060855026011,Block Group 1; Census Tract 5026.01; Santa Clara County; California,810,250001,,,2,0,0,2,0.0,0.0,1.0
060855031123,Block Group 3; Census Tract 5031.12; Santa Clara County; California,1588,79931,,,1,0,0,0,0.0,0.0,1.0
060855026032,Block Group 2; Census Tract 5026.03; Santa Clara County; California,984,204167,,,3,0,0,1,0.0,0.0,1.0
060855031132,Block Group 2; Census Tract 5031.13; Santa Clara County; California,1540,113028,,,6,0,0,3,0.0,0.0,1.0
060855124022,Block Group 2; Census Tract 5124.02; Santa Clara County; California,1003,128050,,,0,0,0,0,,0.0,1.0
060855031161,Block Group 1; Census Tract 5031.16; Santa Clara County; California,2809,164489,,,2,0,0,1,0.0,0.0,1.0
060855124023,Block Group 3; Census Tract 5124.02; Santa Clara County; California,1840,168851,,,0,0,0,0,,0.0,1.0
060855026012,Block Group 2; Census Tract 5026.01; Santa Clara County; California,1341,242750,,,0,0,0,0,,0.0,1.0
060855031163,Block Group 3; Census Tract 5031.16; Santa Clara County; California,1552,110156,,,3,0,0,0,0.0,0.0,1.0
060855025006,Block Group 6; Census Tract 5025; Santa Clara County; California,1051,237389,,,3,0,0,0,0.0,0.0,1.0
060855025002,Block Group 2; Census Tract 5025; Santa Clara County; California,1093,227481,,,3,0,0,2,0.0,0.0,1.0
060855031181,Block Group 1; Census Tract 5031.18; Santa Clara County; California,674,95568,,,0,0,0,0,,0.0,1.0
060855031182,Block Group 2; Census Tract 5031.18; Santa Clara County; California,1864,146058,,,0,0,0,0,,0.0,1.0
060855031183,Block Group 3; Census Tract 5031.18; Santa Clara County; California,2417,89865,,,10,0,1,1,0.0,0.0,1.0
060855025005,Block Group 5; Census Tract 5025; Santa Clara County; California,2304,163729,,,3,0,0,0,0.0,0.0,1.0
060855025004,Block Group 4; Census Tract 5025; Santa Clara County; California,603,250001,,,5,0,0,1,0.0,0.0,1.0
060855123073,Block Group 3; Census Tract 5123.07; Santa Clara County; California,1968,117333,,,1,0,0,0,0.0,0.0,1.0
060855025003,Block Group 3; Census Tract 5025; Santa Clara County; California,777,216131,,,0,0,0,0,,0.0,1.0
060855031222,Block Group 2; Census Tract 5031.22; Santa Clara County; California,1042,-666666666,,,1,0,0,0,0.0,0.0,1.0
060855028001,Block Group 1; Census Tract 5028; Santa Clara County; California,1146,199188,,,4,0,1,1,0.0,0.0,1.0
060855120543,Block Group 3; Census Tract 5120.54; Santa Clara County; California,1891,89851,,,0,0,0,0,,0.0,1.0
060855035042,Block Group 2; Census Tract 5035.04; Santa Clara County; California,1116,118717,,,0,0,0,0,,0.0,1.0
060855125162,Block Group 2; Census Tract 5125.16; Santa Clara County; California,1214,147375,,,2,0,0,1,0.0,0.0,1.0
060855120421,Block Group 1; Census Tract 5120.42; Santa Clara County; California,1270,193594,,,4,0,0,2,0.0,0.0,1.0
060855120393,Block Group 3; Census Tract 5120.39; Santa Clara County; California,2499,151978,,,0,0,0,0,,0.0,1.0
060855120392,Block Group 2; Census Tract 5120.39; Santa Clara County; California,1037,96286,,,0,0,0,0,,0.0,1.0
060855043182,Block Group 2; Census Tract 5043.18; Santa Clara County; California,1931,83807,,,5,0,0,3,0.0,0.0,1.0
060855126032,Block Group 2; Census Tract 5126.03; Santa Clara County; California,508,110521,,,14,0,0,6,0.0,0.0,1.0
060855043183,Block Group 3; Census Tract 5043.18; Santa Clara County; California,4674,107368,,,1,0,0,0,0.0,0.0,1.0
060855043191,Block Group 1; Census Tract 5043.19; Santa Clara County; California,2218,176020,,,6,0,0,3,0.0,0.0,1.0
060855043192,Block Group 2; Census Tract 5043.19; Santa Clara County; California,1987,250001,,,0,0,0,0,,0.0,1.0
060855126042,Block Group 2; Census Tract 5126.04; Santa Clara County; California,2192,85156,,,12,0,1,2,0.0,0.0,1.0
060855043194,Block Group 4; Census Tract 5043.19; Santa Clara County; California,983,-666666666,,,0,0,0,0,,0.0,1.0
060855043201,Block Group 1; Census Tract 5043.20; Santa Clara County; California,1781,171000,,,0,0,0,0,,0.0,1.0
060855043202,Block Group 2; Census Tract 5043.20; Santa Clara County; California,1209,200577,,,0,0,0,0,,0.0,1.0
060855043211,Block Group 1; Census Tract 5043.21; Santa Clara County; California,2524,139808,,,0,0,0,0,,0.0,1.0
060855006002,Block Group 2; Census Tract 5006; Santa Clara County; California,699,250001,,,2,0,0,2,0.0,0.0,1.0
060855043213,Block Group 3; Census Tract 5043.21; Santa Clara County; California,1442,212778,,,7,0,0,2,0.0,0.0,1.0
060855006001,Block Group 1; Census Tract 5006; Santa Clara County; California,983,250001,,,11,0,0,3,0.0,0.0,1.0
060855043221,Block Group 1; Census Tract 5043.22; Santa Clara County; California,775,89643,,,1,0,0,0,0.0,0.0,1.0
060855120382,Block Group 2; Census Tract 5120.38; Santa Clara County; California,1581,133636,,,0,0,0,0,,0.0,1.0
060855043223,Block Group 3; Census Tract 5043.22; Santa Clara County; California,2480,160625,,,10,0,0,5,0.0,0.0,1.0
060855043162,Block Group 2; Census Tract 5043.16; Santa Clara County; California,2856,187708,,,0,0,0,0,,0.0,1.0
060855043161,Block Group 1; Census Tract 5043.16; Santa Clara County; California,2547,194167,,,0,0,0,0,,0.0,1.0
060855043081,Block Group 1; Census Tract 5043.08; Santa Clara County; California,2007,250001,,,1,0,0,0,0.0,0.0,1.0
060855043155,Block Group 5; Census Tract 5043.15; Santa Clara County; California,1257,115877,,,0,0,0,0,,0.0,1.0
060855043082,Block Group 2; Census Tract 5043.08; Santa Clara County; California,1179,73542,,,1,0,0,0,0.0,0.0,1.0
060855043083,Block Group 3; Census Tract 5043.08; Santa Clara County; California,1712,250001,,,5,0,1,0,0.0,0.0,1.0
060855010005,Block Group 5; Census Tract 5010; Santa Clara County; California,815,92109,,,7,0,1,1,0.0,0.0,1.0
060855043112,Block Group 2; Census Tract 5043.11; Santa Clara County; California,1862,216736,,,0,0,0,0,,0.0,1.0
060855120422,Block Group 2; Census Tract 5120.42; Santa Clara County; California,1560,69327,,,4,0,1,0,0.0,0.0,1.0
060855043114,Block Group 4; Census Tract 5043.11; Santa Clara County; California,1448,170945,,,0,0,0,0,,0.0,1.0
060855043141,Block Group 1; Census Tract 5043.14; Santa Clara County; California,1169,168833,,,1,0,0,0,0.0,0.0,1.0
060855125152,Block Group 2; Census Tract 5125.15; Santa Clara County; California,1572,215455,,,0,0,0,0,,0.0,1.0
060855043142,Block Group 2; Census Tract 5043.14; Santa Clara County; California,1388,250001,,,5,0,2,1,0.0,0.0,1.0
060855043143,Block Group 3; Census Tract 5043.14; Santa Clara County; California,560,-666666666,,,1,0,0,0,0.0,0.0,1.0
060855043144,Block Group 4; Census Tract 5043.14; Santa Clara County; California,1308,198229,,,0,0,0,0,,0.0,1.0
060855125153,Block Group 3; Census Tract 5125.15; Santa Clara County; California,1461,175521,,,2,0,0,1,0.0,0.0,1.0
060855043151,Block Group 1; Census Tract 5043.15; Santa Clara County; California,1416,163839,,,0,0,0,0,,0.0,1.0
060855043152,Block Group 2; Census Tract 5043.15; Santa Clara County; California,561,250001,,,0,0,0,0,,0.0,1.0
060855043153,Block Group 3; Census Tract 5043.15; Santa Clara County; California,2137,192014,,,0,0,0,0,,0.0,1.0
060855010001,Block Group 1; Census Tract 5010; Santa Clara County; California,824,58627,,,3,0,0,0,0.0,0.0,1.0
060855009021,Block Group 1; Census Tract 5009.02; Santa Clara County; California,1132,36402,,,3,0,1,1,0.0,0.0,1.0
060855043154,Block Group 4; Census Tract 5043.15; Santa Clara County; California,1104,250001,,,1,0,0,0,0.0,0.0,1.0
060855125161,Block Group 1; Census Tract 5125.16; Santa Clara County; California,3108,159144,,,1,0,0,0,0.0,0.0,1.0
060855120381,Block Group 1; Census Tract 5120.38; Santa Clara County; California,1636,88625,,,1,0,0,0,0.0,0.0,1.0
060855043232,Block Group 2; Census Tract 5043.23; Santa Clara County; California,2691,168625,,,2,0,0,0,0.0,0.0,1.0
060855043233,Block Group 3; Census Tract 5043.23; Santa Clara County; California,1676,141364,,,1,0,0,0,0.0,0.0,1.0
060855005005,Block Group 5; Census Tract 5005; Santa Clara County; California,1017,155441,,,2,0,0,1,0.0,0.0,1.0
060855004002,Block Group 2; Census Tract 5004; Santa Clara County; California,1128,133458,,,1,0,0,0,0.0,0.0,1.0
060855044211,Block Group 1; Census Tract 5044.21; Santa Clara County; California,1439,232591,,,14,0,0,2,0.0,0.0,1.0
060855044212,Block Group 2; Census Tract 5044.21; Santa Clara County; California,1755,158859,,,0,0,0,0,,0.0,1.0
060855044213,Block Group 3; Census Tract 5044.21; Santa Clara County; California,2228,153000,,,4,0,1,1,0.0,0.0,1.0
060855130003,Block Group 3; Census Tract 5130; Santa Clara County; California,329,53902,,,0,0,0,0,,0.0,1.0
060855044222,Block Group 2; Census Tract 5044.22; Santa Clara County; California,1788,184625,,,2,0,0,0,0.0,0.0,1.0
060855044231,Block Group 1; Census Tract 5044.23; Santa Clara County; California,2101,181250,,,0,0,0,0,,0.0,1.0
060855044241,Block Group 1; Census Tract 5044.24; Santa Clara County; California,741,185313,,,4,0,0,1,0.0,0.0,1.0
060855044242,Block Group 2; Census Tract 5044.24; Santa Clara County; California,1912,122750,,,0,0,0,0,,0.0,1.0
060855130004,Block Group 4; Census Tract 5130; Santa Clara County; California,1969,78750,,,2,0,0,0,0.0,0.0,1.0
060855002004,Block Group 4; Census Tract 5002; Santa Clara County; California,2285,157101,,,1,0,0,1,0.0,0.0,1.0
060855130005,Block Group 5; Census Tract 5130; Santa Clara County; California,4566,52262,,,0,0,0,0,,0.0,1.0
060855002002,Block Group 2; Census Tract 5002; Santa Clara County; California,1160,-666666666,,,1,0,0,1,0.0,0.0,1.0
060855044244,Block Group 4; Census Tract 5044.24; Santa Clara County; California,1006,153750,,,2,0,0,2,0.0,0.0,1.0
060855045051,Block Group 1; Census Tract 5045.05; Santa Clara County; California,806,141337,,,0,0,0,0,,0.0,1.0
060855002001,Block Group 1; Census Tract 5002; Santa Clara County; California,887,86850,,,12,0,0,3,0.0,0.0,1.0
060855045052,Block Group 2; Census Tract 5045.05; Santa Clara County; California,2357,-666666666,,,2,0,0,0,0.0,0.0,1.0
060855001003,Block Group 3; Census Tract 5001; Santa Clara County; California,2006,-666666666,,,3,0,0,0,0.0,0.0,1.0
060855045054,Block Group 4; Census Tract 5045.05; Santa Clara County; California,6546,250001,,,8,0,1,0,0.0,0.0,1.0
060855044183,Block Group 3; Census Tract 5044.18; Santa Clara County; California,960,130081,,,0,0,0,0,,0.0,1.0
060855044182,Block Group 2; Census Tract 5044.18; Santa Clara County; California,2005,161071,,,2,0,0,0,0.0,0.0,1.0
060855120352,Block Group 2; Census Tract 5120.35; Santa Clara County; California,2825,206310,,,0,0,0,0,,0.0,1.0
